145.000 150.000
144.000 150.000
142.000 150.000
144.000 150.000
141.000 150.000
144.000 150.000
145.000 150.000
145.000 150.000
143.000 150.000
144.000 150.000
138.000 150.000
145.000 150.000
142.000 150.000
144.000 150.000
140.000 150.000
137.000 150.000
144.000 150.000
145.000 150.000
141.000 150.000
138.000 150.000
147.000 150.000
147.000 150.000
141.000 150.000
141.000 150.000
142.000 150.000
142.000 150.000
141.000 150.000
143.000 150.000
146.000 150.000
142.000 150.000
144.000 150.000
147.000 150.000
141.000 150.000
140.000 150.000
147.000 150.000
145.000 150.000
141.000 150.000
144.000 150.000
142.000 150.000
143.000 150.000
142.000 150.000
145.000 150.000
143.000 150.000
142.000 150.000
145.000 150.000
133.000 150.000
142.000 150.000
141.000 150.000
146.000 150.000
144.000 150.000
142.000 150.000
145.000 150.000
140.000 150.000
144.000 150.000
143.000 150.000
138.000 150.000
142.000 150.000
146.000 150.000
143.000 150.000
141.000 150.000
138.000 150.000
144.000 150.000
146.000 150.000
144.000 150.000
141.000 150.000
145.000 150.000
147.000 150.000
144.000 150.000
140.000 150.000
148.000 150.000
146.000 150.000
147.000 150.000
147.000 150.000
145.000 150.000
142.000 150.000
140.000 150.000
138.000 150.000
145.000 150.000
146.000 150.000
140.000 150.000
147.000 150.000
140.000 150.000
149.000 150.000
145.000 150.000
147.000 150.000
143.000 150.000
145.000 150.000
142.000 150.000
143.000 150.000
142.000 150.000
143.000 150.000
145.000 150.000
147.000 150.000
149.000 150.000
144.000 150.000
143.000 150.000
144.000 150.000
144.000 150.000
144.000 150.000
143.000 150.000
142.000 150.000
142.000 150.000
141.000 150.000
144.000 150.000
142.000 150.000
147.000 150.000
142.000 150.000
146.000 150.000
141.000 150.000
144.000 150.000
141.000 150.000
142.000 150.000
146.000 150.000
142.000 150.000
138.000 150.000
143.000 150.000
144.000 150.000
141.000 150.000
145.000 150.000
140.000 150.000
141.000 150.000
141.000 150.000
145.000 150.000
147.000 150.000
145.000 150.000
145.000 150.000
149.000 150.000
